,0
379,"
नई दिल्ली, जेएनएन। भारतीय विकेटकीपर-बल्लेबाज रिषभ पंत के लिए चौथे टेस्ट मैच की पहली पारी बल्लेबाजी के लिहाज से अच्छी नहीं रही। रिषभ अपनी इस पारी में खाता भी नहीं खोल पाए और पवेलियन वापस लौट गए। रिषभ पंच ने इस मैच में एक भी रन नहीं बनाया लेकिन एक कमाल का विश्व रिकॉर्ड वो जरूर अपने नाम कर गए। 
टेस्ट में सबसे ज्यादा गेंद खेलकर शून्य पर आउट होने वाले विकेटकीपर
रिषभ पंत टेस्ट क्रिकेट में सबसे ज्यादा गेंद खेलकर शून्य पर आउट होने वाले दुनिया के पहले विकेटकीपर बन गए हैं। उन्होंने पहली पारी में कुल 29 गेेंदों का सामना किया और शून्य पर आउट हो गए। रिषभ का विकेट स्पिनर मोइन अली ने लिया। मोइन ने रिषभ को एलबीडब्ल्यू आउट किया। रिषभ ने इंग्लैंड के विकेट कीपर जोस बटलर का रिकॉर्ड तोड़ा। इससे पहले बटलर के नाम पर ये रिकॉर्ड था। 
गेंद, खिलाड़ी, टीम, बनाम, जगह, वर्ष
29, रिषभ पंत, भारत, इंग्लैंड, साउथैंप्टन, 2018


22, जोस बटलर, इंग्लैंड, वेस्टइंडीज, नॉर्थसाउंड, 2015
21, डेविड विलियम्स, वेस्टइंडीज, ऑस्ट्रेलिया, मेलबर्न, 1992


टेस्ट में सबसे ज्यादा गेंद खेलने के बाद शून्य पर आउट होने वाले भारतीय
रिषभ पंत टेस्ट में सबसे ज्यादा गेंद खेलने के बाद शून्य पर आउट होने वाले तीसरे भारतीय खिलाड़ी बन गए। रिषभ से पहले इरफान पठान और सुरेश रैना भारत की तरफ से ये कमाल कर चुके हैं। 


गेंद, खिलाड़ी, बनाम, स्थान, वर्ष
29, इरफान पठान, पाकिस्तान, बेंगलुरु, 2005


29, सुरेश रैना, इंग्लैंड, ओवल, 2011
29, रिषभ पंत, इंग्लैंड, साउथैंप्टन, 2018


डेब्यू टेस्ट में भी रिकॉर्ड बनाया था रिषभ ने
रिषभ पंत ने इंग्लैंड के खिलाफ तीसरे टेस्ट मैच के जरिए टेस्ट क्रिकेट में अपना डेब्यू किया था। अपने पहले टेस्ट मैच में ही उन्होंने इंग्लिश टीम के खिलाफ बेहतरीन विकेटकीपिंग की थी और दोनों पारियों में कुल सात कैच पकड़े थे। नॉटिंघम टेस्ट मैच की दोनों पारियों में उन्होंने 24 और 01 रन की पारी खेली थी। रिषभ को दिनेश कार्तिक के खराब प्रदर्शन के बाद टेस्ट टीम में मौका दिया गया है। उन्होंने अपने पहले टेस्ट मैच में भी रिकॉर्ड बनाया था। ट्रेंट ब्रिज में टेस्ट मैच की एक पारी में पांच कैच लेने वाले वो भारत के पहले विकेटकीपर बने थे। इसके अलावा वो भारत के पहले ऐसे विकेटकीपर बने थे जिन्होंने टेस्ट क्रिकेट में अपने डेब्यू इनिंग में पांच विकेट लिए थे। उनसे पहले दुनिया के दो विकेटकीपरों ने ये कमाल किया था। 


By Sanjay Savern


"
380,"
नई दिल्ली [आइएएनएस]। शोधकर्ताओं का कहना है कि कुछ खास प्रकार के वीडियो गेम्स खेलने से बच्चों में सहानुभूति और सीखने की क्षमता को बेहतर किया जा सकता है। उन्होंने यह निष्कर्ष मिडिल स्कूल के 150 छात्रों के दो समूहों पर किए गए अध्ययन के आधार पर निकाला है।
शोधकर्ताओं के अनुसार, एक समूह को परीक्षण के लिए खासतौर पर तैयार किया गया गेम ‘क्रिस्टल्स ऑफ कयडोर’ खेलने को दिया गया, जबकि दूसरे को मनोरंजन गेम ‘बैस्टन’ दिया गया। दो सप्ताह बाद की गई जांच में खास गेम खेलने वाले बच्चों के मस्तिष्क में सहानुभूति से जुड़े नेटवर्क में बेहतर संयोजन पाया गया।

अमेरिका की विस्कंसिन यूनिवर्सिटी के प्रोफेसर रिचर्ड डेविडसन ने कहा, ‘इस अध्ययन को लेकर हमारी धारणा है कि वीडियो गेम्स हितकारी हो सकते हैं। अगर हम दूसरों की दिक्कतों और परेशानी के प्रति सहानुभूति नहीं रख सकते तो मदद की इच्छा पैदा नहीं होगी।’ 


By Sanjay Pokhriyal


"
381,"
जकार्ता (रॉयटर्स)। इंडोनेशिया के लम्बोक द्वीप में एक बार फिर भूकंप के तेज झटके महसूस किए गए। रविवार को स्थानीय समय 14:56 मिनट पर भूकंप के झटके महसूस किए गए, जिसमें 10 लोगों की मौत हो गई है। रिक्टर स्केल पर भूकंप की तीव्रता 6.9 मापी गई। भूकंप आने के बाद वहां अफरा-तफरी मच गई और लोग अपनी जान बचाने के लिए दफ्तर और घर से निकल कर बाहर आ गए।
रविवार को पहला झटका 6.3 तीव्रता का था, जिसके बाद वहां भूस्खलन हुआ और लोग सुरक्षित स्थानों की तलाश में दौड़ पड़े। अमेरिकी जियोलॉजिकल सर्वे के अनुसार भूकंप के पहले झटके के बाद भूकंप का दूसरा झटका 12 घंटे के बाद महसूस किया गया, जिसकी तीव्रता 6.9 मापी गई और इसके बाद करीब पांच और तेज झटके महसूस किए गए।
बता दें कि इंडोनेशिया में जुलाई में आए झटकों से पहले ही 400 से ज्यादा लोग जान गंवा चुके हैं। रविवार को पांच लोगों की मौत बाद 27 जुलाई से लेकर अब तक भूकंप में मरने वालों की कुल संख्या 465 हो गई है। आपदा प्रबंधन एजेंसी के अधिकारी ने कहा कि प्रारंभिक रिपोर्ट से संकेत मिला है कि भूकंप से कम से कम 200 घर तबाह हो चुके हैं। समाचार एजेंसी सिन्हुआ को उन्होंने बताया कि झटकों से काफी नुकसान हुआ है और कई लोगों ने घर से पलायन कर अस्थायी शिविरों में आश्रय ले लिया है।

गौरतलब है कि इंडोनेशिया में भूकंप का ज्यादा खतरा रहता है, क्योंकि ये देश 'रिंग ऑफ फायर' यानी लगातार भूकंप और ज्वालामुखीय विस्फोटों की रेखा पर स्थित है। ये रेखा प्रशांत महासागर के लगभग पूरे हिस्से को घेरती है।
By Arti Yadav


"
382,"संवाद सहयोगी, मोगा : जेआइटी कंपनी द्वारा घरों से कूड़ा उठाए जाने का काम बंद होने के बाद से शहर से कूड़ा उठवाने के लिए निगम कोई ठोस व्यवस्था नहीं कर पाया है, जिस कारण लोग खाली प्लाटों या सड़क किनारे कूड़ा फेंकने को मजबूर है। 
 जगह जगह पडे कूड़े के ढेरों को निगम द्वारा नहीं उठाया के जाने के कारण कई स्थानों पर बिना वहज कूड़े का बड़ा डंप बन रहा है, जहां से लोगों को गुजरना ही मुश्किल नहीं हो रहा, बल्कि आसपास के लोगों को बीमारी फैलने का भी भय बना हुआ है। शहर के बहुत से इलाकों में सफाई का पुख्ता नहीं प्रबंध है।


 समाज सेवी पंकज कुमार ने कहा कि शहर में दिन-प्रतिदिन गंदगी का आलम बढ़ता जा रहा है। शहर में कई जगहों पर कूड़ेदान न होने से लोग सड़कों पर कूड़ा फेंकने के लिए मजबूर हैं। इन पर लावारिस पशु और कुत्ते मुंह मारते हैं, जिससे आसपास रहन वाले लोगों व पैदल जाने वाले राहगीरों को भारी दिक्कतें झेलनी पड़ रही हैं। नगर निगम भी लोगों को इस समस्या से निजात दिलाने में नाकाम साबित हो रही है। आए-दिन कूड़े के ढेर बढ़ते जा रहे हैं। कूडे के ढेरों को लगाते है आग
 हुकम चंद ने कहा कि शहर के कई ऐसे इलाके है जहां सड़कों के किनारे या तो कूड़े के ढेर लगने समेत कूड़ा सड़क पर बिखरा रहता है। या फिर कूड़े के बढते ढेर को कम करने के लिए किसी न किसी व्यक्ति द्वारा आग लगाई जाती है। जिससे उठे धूएं से जहां वातावारण दूषित होता है। वही सड़क किनारे पड़े कूड़े के ढेर को लगाई आग हादसों का कारण बनने का भय पैदा हो जाता है। खाली प्लाटों की करवाई जाए चारदिवारी 
 इस संबंध में एडवोकेट कुल¨वदर शर्मा ने कहा कि अगर किसी खाली प्लाट में कूड़ा फेंकने के लिए किसी का विरोध किया जाता है तो कूड़ा फेंकने आए लोगों द्वारा बिना वजह विवाद किया जाता है। उन्होंने नगर निगम से अपील की है कि वह खाली प्लाट के मालिकों को नोटिस देकर प्लाटों की चारदीवारी करने को कहे। 


 लोग भी दे स्वच्छ भारत अभियान में सहयोग
 इस संबंध में निगम के सेनेटरी इंस्पेक्टर सुमन कुमार खैरालिया ने कहा कि पूर्व में शहर के सभी वार्डों से कूड़ा एकत्रित करने वाली कंपनी काम छोड़ चुकी है। लेकिन नगर निगम के जो कर्मचारी पूर्व में मोहल्ला स्तर से कूड़ा एकत्रित करते थे, वही कर्मचारी आज भी उन्ही मोहल्लों में काम कर रहे है। उन्होंने लोगों से अपील की कि लोग जहां वहां कूड़ा न फैकते हुए मोहल्ले में आए निगम के कर्मचारी को महीने के हिसाब से पूर्व के तौर पर बनती राशि देकर कूड़ा उनको देकर स्वच्छता में सहयोग दें।By Jagran


"
383,"
वाशिंगटन [प्रेट्र]। विकासशील देशों में मलेरिया जैसी जानलेवा बीमारियों के लिए नकली और निम्नस्तर की दवाओं की धड़ल्ले से बिक्री हो रही है। वैज्ञानिकों ने पाया है कि कम और मध्यम आय वाले देशों में बिक रही 13 प्रतिशत दवाएं निम्न स्तर की हैं। अगर अफ्रीकी देशों की बात करें तो यह प्रतिशत 19 हो जाता है।
अमेरिका के चैपल हिल स्थित नॉर्थ कैरोलिना यूनिवर्सिटी के शोधकर्ताओं का कहना है कि नकली दवाओं का मतलब उन दवाओं से है जो गलत नाम और जानकारी के साथ बिक रही हैं। निम्न स्तर की दवाएं वे हैं जो किसी भी रोग के उपचार के लिए निर्धारित मानक को पूरा नहीं करती हैं या जिन्हें एक्सपायरी डेट के बाद भी बेचा जा रहा है।

शोधकर्ताओं ने नकली और निम्न स्तर की 50 से अधिक दवाओं का परीक्षण किया। इस दौरान उन्होंने पाया कि इन नकली और निम्न स्तर की दवाओं में सबसे ज्यादा मलेरिया की दवा और एंटीबायोटिक दवाएं हैं। निम्न और मध्यम आय वर्ग के देशों में मलेरिया की 19 प्रतिशत और एंटीबायोटिक 12 प्रतिशत दवाएं नकली बेची जा रही हैं। यूनिवर्सिटी ऑफ नॉर्थ कैरोलिना के एसोसिएट प्रोफेसर सचिको ओजावा का कहना है कि इन नकली और निम्न स्तर की दवाओं का प्रचलन स्वास्थ्य के लिए बड़ी समस्या बन सकता है।


इन दवाओं से कोई लाभ न होने के साथ- साथ लंबी बीमारी और शरीर में जहर फैलने का खतरा है। उन्होंने कहा कि इस समस्या पर वैश्विक समाधान की आवश्यकता है, जिससे कि सही दवाओं की सप्लाई सुनिश्चित की जाए और दवाओं के बारे में सही जानकारी साझा हो सके। इसके अलावा दवाओं की गुणवत्ता और निगरानी के लिए अंतर्राष्ट्रीय कानूनों की आवश्यकता है। शोध में यह भी सामने आया है कि नकली दवाओं से विश्व की अर्थव्यवस्था को भी नुकसान पहुंच रहा है। 
By Sanjay Pokhriyal


"
384,"
संयुक्‍त राष्‍ट्र, एएफपी। रूस ने उत्तरी कोरिया के खिलाफ प्रतिबंधों के कार्यान्वयन पर संयुक्त राष्ट्र की रिपोर्ट के प्रकाशन पर रोक लगा दी है, क्योंकि वो कुछ निष्कर्षों से असहमत है। रूस  के राजदूत ने इस बात की जानकारी दी है। रिपोर्ट के औपचारिक प्रकाशन से पहले इसे कई मीडिया संगठनों द्वारा देखा गया था।
संयुक्त राष्ट्र सुरक्षा परिषद की 15 सदस्‍यीय बैठक में गुरुवार को भाग लेने के बाद वासिली नेबेंजिया ने संवाददाताओं से कहा, 'रिपोर्ट के जारी होने पर अभी रोक लगा दी गई है, क्योंकि हम रिपोर्ट के कुछ तत्वों और व्यापार के आचरण पर असहमत हैं।' एक राजनयिक सूत्र ने नाम न बताने की शर्त पर बताया कि यूएन की रिपोर्ट में रूस को मुख्‍यतौर पर उस बात पर आपत्ति है, जिसमें कहा गया है कि उत्तर कोरिया ने 2017 प्रतिबंधों के अनुसार अपनी निर्धारित आयात तेल मात्रा को 2018 में पार कर दिया है।
यूएन की 62 पेज की रिपोर्ट में कोयले, लोहे, समुद्री भोजन और अन्य उत्पादों के उत्तरी कोरियाई निर्यात पर प्रतिबंध के उल्लंघन की भी बात कही है जो उत्‍तर कोरिया के राष्‍ट्रपति किम जोंग-उन की सरकार के लिए लाखों डॉलर का राजस्व जुटा रहा है।


By Tilak Raj


"
385,"
नई दिल्ली(टेक डेस्क)। Nokia 6.1 Plus भारत में लॉन्च हो चुका है। कंपनी ने अपने इस नए स्मार्टफोन को बजट रेंज में पेश किया है। भारत में इस स्मार्टफोन का काफी समय से इंतजार किया जा रहा था। Nokia 6.1 Plus का भारत में सीधा मुकाबला Honor 9N से है। तो जानते हैं इन दो स्मार्टफोन्स के फीचर्स और कीमत के बारे में ताकि आप अपनी पसंद का स्मार्टफोन खुद चुन सकें।
डिस्प्ले
 
Nokia 6.1 Plus में 5.8 इंच का फुल एचडी प्लस IPS LCD डिस्प्ले है। इसका स्क्रीन रेजोल्यूशन 1080 x 2280 पिक्सल है। वहीं, फोन का अस्पेक्ट रेशियो 19:9 है। फोन का डायमेंशन 147.2 x 71 x 8 मिलिमीटर है। इसका स्क्रीन-टू-बॉडी रेशियो 81.5 फीसदी है।
Honor 9N में 5.84 इंच का एलसीडी फुल एचडी प्लस IPS LCD डिस्प्ले है, जिसका स्क्रीन रेजोल्यूशन्स 1080x2280 पिक्सल है। फोन का एस्पेक्ट रेशियो 19:9 है। इसका डायमेंशन 149.2 x 71.8 x 7.7 मिलिमीटर है। इसका स्क्रीन-टू-बॉडी रेशियो 79.5 फीसदी है।


दोनों ही स्मार्टफोन का डिस्प्ले लगभग बराबर है। हालांकि Nokia 6.1 Plus में आपको 81.5 फीसदी स्क्रीन-टू-बॉडी रेशियो मिलता है, जिससे बेहतर विजुअल एक्सपीरियंस मिलता है।
परफॉर्मेंस


 
Nokia 6.1 Plus ऑक्टा कोर क्वालकॉम स्नैपड्रैगन 636 प्रोसेसर पर रन करता है। इसमें 4GB की रैम और 64GB की स्टोरेज दी गई है। इसकी स्टोरेज को माइक्रो एसडी कार्ड के जरिए 400GB तक बढ़ाया जा सकता है। वहीं, इसका ऑपरेटिंग सिस्टम एंड्रॉइड 8.1 ओरियो पर काम करता है।


Honor 9N को पॉवर देने के लिए हाई सिलिकॉन किरीन 659 ऑक्टाकोर प्रोसेसर दिया गया है। फोन का ऑपरेटिंग सिस्टम एंड्रॉइड ओरियो 8.0 ऑपरेटिंग सिस्टम पर काम करता है। फोन 3GB रैम/32GB स्टोरेज, 4GB/64GB और 4GB/128GB के 3 वेरियंट में आता है। फोन की स्टोरेज को माइक्रो एसडी कार्ड के जरिए 256GB तक बढ़ाया जा सकता है।
Nokia 6.1 Plus में क्वालकॉम स्नैपड्रैगन 636 चिपसेट लगा है जिससे फोन की बेहतर प्रोसेसिंग स्पीड मिलती है। इसके अलावा आपको इसमें ज्यादा स्टोरेज का विकल्प मिलता है। हालांकि Honor 9N में आपको तीन वेरियंट चुनने का विकल्प मिलता है।


कैमरा
 


Nokia 6.1 Plus के रियर में 16 मेगापिक्सल का प्राइमरी और 12 मेगापिक्सल का सेकेंडरी कैमरा लगा है। वहीं, सेल्फी फोटोग्राफी के लिए इसमें 16 मेगापिक्सल का कैमरा दिया गया है।
Honor 9N में 13 मेगापिक्सल और 2 मेगापिक्सल का ड्यूल रियर कैमरा दिया गया है जो 3डी फेस रिकोग्नेशन को सपोर्ट करता है। फोन में सेल्फी के लिए 16 मेगापिक्सल का कैमरा दिया गया है।


दोनों ही स्मार्टफोन में ड्यूल रियर कैमरा दिया गया है। हालांकि Nokia 6.1 Plus का रियर कैमरा ज्यादा बेहतर है।
बैटरी


 
बैटरी परफॉर्मेंस की बात करें तो Honor 9N को पावर देने के लिए 3,000 एमएचएच की नॉन रिमूवल बैटरी दी गई है। वहीं, Nokia 6.1 Plus में 3,060 एमएएच की बैटरी दी गई है।


Nokia 6.1 Plus में ज्यादा पावरफुल बैटरी दी गई है। फोन आराम से एक दिन का बैटरी बैकअप देता है।
कीमत
 
Nokia 6.1 Plus की कीमत 15,999 रुपए है।
Honor 9N के 3GB रैम और 32GB स्टोरेज वैरियंट की कीमत 11,999 रुपये है। वहीं, 4GB रैम और 64GB स्टोरेज वाले मॉडल की कीमत 13,999 रुपये है। जबकि, 4GB रैम और 128GB स्टोरेज वेरियंट की कीमत 17,999 रुपये है।
यह भी पढ़ें:
 इन 5 स्टेप्स की मदद से चोरी हुए फोन का मिनटों में लगा सकते हैं पता
 इस एक सेटिंग्स से कोई भी नहीं लगा पाएगा आपकी स्मार्टफोन की लोकेशन का पता
 Gmail पर इस एक सेटिंग्स से बिना इजाजत कोई नहीं पढ़ सकेगा आपका भेजा गया ईमेल 
By Shridhar Mishra


"
386,"संवाद सहयोगी, हरिद्वार: आबादी क्षेत्र में जंगली जानवरों की घुसपैठ रोकने के लिए वन विभाग ने चार टीमों का गठन किया है।
 बरसात के दिनों में गुलदार, हाथी जैसे जंगली जानवर आबादी क्षेत्र में रुख कर रहे हैं। ये जंगली जानवर किसानों की फसलों को नष्ट करने के साथ-साथ उन पर हमले भी कर रहे हैं। कटारपुर में दो दिन पहले ही गुलदार ने आबादी क्षेत्र में घुसकर एक कुत्ते को मार दिया था। जबकि दो लोगों ने गुलदार के हमले से भागकर जान बचाई थी। क्षेत्र में गुलदार की चहलकदमी के चलते ग्रामीणों में दहशत का माहौल बना हुआ है। इसके अलावा भेल, भूपतवाला, पथरी क्षेत्र में भी जंगली जानवर आबादी क्षेत्र में घुस रहे हैं। रेंजर दिनेश मोहन नौडियाल ने बताया कि जंगली जानवरों की घुसपैठ को रोकने के लिए चार वन टीमों का गठन किया गया है। जो रात के समय अपने-अपने क्षेत्रों में मौजूद रहकर गश्त करेगी। जंगली जानवरों को टीम की ओर से आबादी क्षेत्र में आने से रोका जाएगा। इसके बावजूद जंगली जानवर आबादी में आते हैं तो टीम ने उन्हें जंगल में खदेड़ेगी।

By Jagran


"
387,"जागरण संवाददाता, कच्छा : कोतवाली मार्ग पर पेड़ की टहनी टूट कर बिजली की तारों पर गिर जाने से तारें टूट कर सड़क पर गिर गई। रविवार को आवाजाही कम रहने के कारण लोग बाल बाल बच गए। तार बीच सड़क पर गिरने के बाद कोतवाली क्षेत्र की विद्युत आपूíत भी बाधित रही। 
 रविवार के दिन कोतवाली-तहसील मार्ग पर आवागमन सरकारी अवकाश रहने के कारण कम रहता है। अन्य दिनों में इस मार्ग पर आवाजाही अधिक रहती है। दोपहर अचानक लगातार हो रही बारिश के बाद पेड़ की टहनी बिजली की तारों पर आकर गिर गई। जिस पर बिजली की तारें टूट कर सड़क पर लटक गई। इस दौरान निकली तेज ¨चगारी के बीच सड़क पर कोई मौजूद नहीं था। जिससे एक बड़ा हादसा टल गया। पेड़ की टहनी तारों पर गिरने के साथ ही सड़क को छूने लगी थी। जिसके चलते वहां से निकलने वाले लोग किनारा ले बच कर निकल रहे थे। हालांकि विद्युत आपूíत बंद करवा दी गई थी, बाबजूद उसके लोगों में वहां से निकलने के दौरान डर साफ दिखाई दे रहा था। 


 सूचना मिलने पर ऊर्जा निगम कर्मी तार दुरुस्त करने में डट गए। लेकिन बारिश के चलते लगातार पेड़ गिरने से तारों के क्षतिग्रस्त होने की घटनाओं से लोगों को परेशानी उठानी पड़ रही है। By Jagran


"
388,"
नई दिल्ली(टेक डेस्क)। Oppo Realme 2 भारत में लॉन्च हो चुका है। कंपनी ने अपने इस स्मार्टफोन को लो बजट रेंज में लॉन्च किया है। भारत में 15,000 रुपये से कम कीमत वाले सेगमेंट में इसका मुकाबला Honor 9N और Honor 7A से है। तो जानते हैं इन तीन स्मार्टफोन्स के नाम, फीचर्स और कीमत के बारे में।
डिस्प्ले
 
Oppo Realme 2 में 6.2 इंच का फुल एचडी प्लस आईपीएस एलसीडी डिस्प्ले है। इसका स्क्रीन रेजोल्यूशन 720x1520 पिक्सल है और अस्पेक्ट रेश्यो 19:9 है। इसकी स्क्रीन कॉर्निंग गोरिल्ला ग्लास 3 प्रोटेक्शन के साथ आती है।
Honor 9N में 5.84 इंच का एलसीडी फुल एचडी प्लस डिस्प्ले दिया गया है, जिसका स्क्रीन रेजोल्यूशन 1080x2280 पिक्सल है। फोन का अस्पेक्ट रेशियो 19:9 है।
Honor 7A में 5.7 इंच का एचडी प्लस आईपीएस एलसीडी डिस्प्ले है। इसका स्क्रीन रेजोल्यूशन 1440×720 पिक्सल है। वहीं इसका अस्पेक्ट रेशियो 18:9 है।
परफॉर्मेंस


 
Oppo Realme 2 का प्रोसेसर क्वालकॉम स्नैपड्रैगन 450 पर काम करता है। वहीं, इसका ऑपरेटिंग सिस्टम एंड्राइड ओरियो 8.1 पर चलता है। फोन को 3GB/4GB रैम और 32GB/64GB स्टोरेज के दो वेरियंट में पेश किया गया है। इसकी स्टोरेज को माइक्रो एसडी कार्ड के जरिए 256 जीबी तक बढ़ाया जा सकता है।


Honor 9N का प्रोसेसर ऑक्टा-कोर हाई सिलिकॉन किरीन 659 पर काम करता है। वहीं, इसका ऑपरेटिंग सिस्टम एंड्रॉइड ओरियो 8.0 पर चलता करता है। फोन 3GB/4GB रैम और 32GB/64GB/128GB स्टोरेज के 3 वेरियंट में आता है। फोन की स्टोरेज को माइक्रो एसडी कार्ड के जरिए 256 जीबी तक बढ़ाया जा सकता है।
Honor 7A ऑक्टा-कोर क्वालकॉम स्नैपड्रैगन 430 प्रोसेसर पर रन करता है। फोन में 3GB की रैम और 32GB की इंटरनल स्टोरेज दी गई है। इसकी स्टोरेज को माइक्रो एसडी कार्ड के जरिए 256GB तक बढ़ाया जा सकता है। इसका ऑपरेटिंग सिस्टम एंड्रॉइड ओरियो 8.0 पर चलता है।


कैमरा
 


Oppo Realme 2 में 13 मेगापिक्सल और 2 मेगापिक्सल का रियर कैमरा दिया गया है। वहीं, इसके फ्रंट में 8 मेगापिक्सल का कैमरा लगा है।
Honor 9N में 13 मेगापिक्सल और 2 मेगापिक्सल का ड्यूल रियर कैमरा दिया गया है जो 3डी फेस रिकोग्नेशन को सपोर्ट करता है। फोन में सेल्फी के लिए 16 मेगापिक्सल का कैमरा दिया गया है।


Honor 7A में 16 मेगापिक्सल और 2 मेगापिक्सल का डुअल रियर कैमरा दिया गया है इसके अलावा 8 मेगापिक्सल का सेल्फी कैमरा भी दिया गया है।
बैटरी


 
बात करें बैटरी सेक्शन की तो Oppo Realme 2 में 4230 एमएएच की पावरफुल बैटरी दी गई है। वहीं, Honor 9N को पावर देने के लिए 3,000 एमएचएच की नॉन रिमूवल बैटरी दी गई है। जबकि, Honor 7A में 3000 एमएएच की बैटरी लगी है।


कीमत
 


Oppo Realme 2 के 3GB रैम+32GB स्टोरेज वैरियंट की कीमत 8,990 रुपये है। वहीं, 4GB रैम+ 64GB स्टोरेज वेरियंट की कीमत 10,990 रुपये है।
Honor 9N के 3GB रैम+32GB स्टोरेज वैरियंट की कीमत 11,999 रुपये है। वहीं, 4GB रैम+ 64GB स्टोरेज वेरियंट की कीमत 13,999 रुपये है। जबकि, 4GB रैम+ 128GB स्टोरेज वेरियंट की कीमत 17,999 रुपये है।
Honor 7A के 3जीबी रैम और 32 जीबी स्टोरेज की कीमत 8,999 रुपये है।
यह भी पढ़ें:
 इन 5 तरीकों की मदद से बिना राउटर बदले दोगुनी करें अपने Wi-Fi की स्पीड
 पहले से की गईं ये 5 तैयारियां फोन के चोरी होने या खोने पर आती हैं बड़े काम
 Wi-fi स्पीड के अचानक से घटने पर बिना समय गवाए तुरंत करें यह काम 
By Shridhar Mishra


"
389,"बक्सर । जिले के मुफस्सिल थाना क्षेत्र के जासो गांव निवासी रामेश्वर राम के 28 वर्षीय पुत्र धनेज कुमार राम की मृत्यु दुबई के जबलाली में पिछले शनिवार को हो गई। इसकी सूचना मृतक के रूम पार्टनर ने परिजनों को दी। पुत्र के मौत की खबर सुनते ही परिजनों में कोहराम मच गया। बेटे की मौत की खबर से दुखी परिवार अब उसके शव के लिए दर-दर की ठोकरें खा रहा है। इसके लिए विदेश मंत्रालय से भी संपर्क किया गया है, लेकिन अभी वहां से कोई दिलासा नहीं मिला है। बताते चलें कि, धनेज दो माह पहले गांव में छुट्टी बिताने के बाद दुबारा दुबई गया था। मृतक दुबई में चाइना स्टेट कंस्ट्रक्शन कम्पनी में फोल्डर के पद पर काम कर रहा था। परिजन अपने लाल के अंतिम दर्शन के लिए शव को भारत लाने की लालसा लिए केंद्रीय मंत्री अश्विनी कुमार चौबे से लगायत जिलाधिकारी राघवेन्द्र कुमार ¨सह तक गुहार लगा चुके हैं। लेकिन, सकारात्मक जवाब नहीं मिलने से पूरा परिवार सदमे में डूबा हुआ है। वहीं, मृतक के भाई सरोज कुमार ने बताया कि अपने भाई का शव गांव लाने के लिए वे लोग क्या करें यह समझ में नहीं आ रहा है। भाई का शव आने के इंतजार में हम लोग उसका दशकर्म संस्कार भी नहीं कर रहे हैं। हमलोग अपनी बातों को विदेश मंत्री सुषमा स्वराज तक पहुंचाना चाहते हैं। अब, वही उम्मीद की किरण हैं, जो भाई का शव भारत मंगा सकती हैं। परिजनों ने बताया कि जिस एजेंसी के माध्यम से धनेश विदेश गया था उनसे संपर्क करने पर वहां से जवाब मिला कि वे लोग कामगारों को भेजने के भागी हैं और इसमें कोई मदद नहीं कर सकते। परिवार के भरण-पोषण के लिए 2015 में धनेश दुबई गया था। रामेश्वर राम के चार बेटे और दो बेटियों में धनेज सबसे छोटा था। मृतक भी शादी-शुदा है और उसकी पत्नी और दो छोटे बच्चों का रो-रोकर बुरा हाल है। पुत्र की मौत से धनेज की मां दहाड़ मारकर रो रही है। वहीं, अपने लाल के अंतिम दर्शन की रट लगा रही थी।

By Jagran


"
